URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCLF,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
149312,888,3352,State-funded primary,234,116,118,49.57%,50.43%,2,0.85%,35,14.96%,27,207,0,11.50%,88.50%,0,37,39,216,18.06%
149313,888,3611,State-funded primary,279,142,137,50.90%,49.10%,5,1.79%,3,1.08%,57,222,0,20.40%,79.60%,0,21,21,254,8.27%
149314,888,3322,State-funded primary,347,184,163,53.03%,46.97%,6,1.73%,25,7.20%,158,189,0,45.50%,54.50%,0,106,106,313,33.87%
149315,937,3598,State-funded primary,393,199,194,50.64%,49.36%,5,1.27%,80,20.36%,169,222,2,43.00%,56.50%,0.005,71,73,363,20.11%
149316,937,3507,State-funded primary,222,104,118,46.85%,53.15%,3,1.35%,37,16.67%,22,198,2,9.90%,89.20%,0.009,34,35,222,15.77%
149317,888,3954,State-funded primary,206,105,101,50.97%,49.03%,7,3.40%,31,15.05%,79,127,0,38.30%,61.70%,0,87,87,182,47.80%
149318,936,4765,State-funded secondary,671,336,335,50.07%,49.93%,55,8.20%,85,12.67%,45,626,0,6.70%,93.30%,0,117,126,671,18.78%
149319,886,4029,State-funded secondary,905,421,484,46.52%,53.48%,10,1.10%,191,21.10%,32,873,0,3.50%,96.50%,0,208,218,860,25.35%
149321,393,2004,State-funded primary,406,175,231,43.10%,56.90%,7,1.72%,85,20.94%,41,365,0,10.10%,89.90%,0,166,162,374,43.32%
149322,931,7008,State-funded special school,74,23,51,31.08%,68.92%,74,100.00%,0,0.00%,22,52,0,29.70%,70.30%,0,31,33,74,44.59%
149323,884,2006,State-funded primary,35,18,17,51.43%,48.57%,2,5.71%,5,14.29%,1,34,0,2.90%,97.10%,0,3,3,35,8.57%
149324,823,2013,State-funded primary,167,94,73,56.29%,43.71%,5,2.99%,23,13.77%,11,156,0,6.60%,93.40%,0,7,7,139,5.04%
149326,908,2052,State-funded primary,93,45,48,48.39%,51.61%,1,1.08%,5,5.38%,1,92,0,1.10%,98.90%,0,7,7,78,8.97%
149328,860,4020,State-funded secondary,661,335,326,50.68%,49.32%,15,2.27%,111,16.79%,57,598,6,8.60%,90.50%,0.009,210,211,605,34.88%
149329,382,2072,State-funded primary,238,109,129,45.80%,54.20%,3,1.26%,19,7.98%,180,57,1,75.60%,23.90%,0.004,37,36,174,20.69%
149330,919,2113,State-funded primary,587,297,290,50.60%,49.40%,9,1.53%,42,7.16%,97,488,2,16.50%,83.10%,0.003,80,88,492,17.89%
149331,208,7002,State-funded special school,81,33,48,40.74%,59.26%,81,100.00%,0,0.00%,26,55,0,32.10%,67.90%,0,60,41,49,83.67%
149332,384,2042,State-funded primary,253,128,125,50.59%,49.41%,6,2.37%,17,6.72%,168,85,0,66.40%,33.60%,0,47,48,210,22.86%
149333,919,2118,State-funded primary,158,72,86,45.57%,54.43%,5,3.16%,27,17.09%,28,130,0,17.70%,82.30%,0,45,46,146,31.51%
149335,881,7006,State-funded special school,30,5,25,16.67%,83.33%,30,100.00%,0,0.00%,4,26,0,13.30%,86.70%,0,6,6,30,20.00%
149336,851,7002,State-funded special school,73,12,61,16.44%,83.56%,73,100.00%,0,0.00%,3,70,0,4.10%,95.90%,0,37,40,73,54.79%
149337,846,6033,Independent school,246,108,138,43.90%,56.10%,0,0.00%,16,6.50%,,,,,,,,NA,NA,0.00%
149339,353,6009,Independent school,78,78,0,100.00%,0.00%,0,0.00%,22,28.21%,,,,,,,,NA,NA,0.00%
149340,865,6062,Independent school,18,2,16,11.11%,88.89%,18,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149343,830,6054,Independent school,0,0,0,0.00%,0.00%,0,0.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149346,210,3475,State-funded primary,295,148,147,50.17%,49.83%,7,2.37%,38,12.88%,40,255,0,13.60%,86.40%,0,90,93,280,33.21%
149347,306,5405,State-funded secondary,924,924,0,100.00%,0.00%,13,1.41%,120,12.99%,266,658,0,28.80%,71.20%,0,216,202,746,27.08%
149348,371,3300,State-funded primary,208,101,107,48.56%,51.44%,9,4.33%,16,7.69%,68,140,0,32.70%,67.30%,0,31,31,208,14.90%
149349,357,2021,State-funded primary,213,101,112,47.42%,52.58%,7,3.29%,58,27.23%,2,211,0,0.90%,99.10%,0,45,45,213,21.13%
149350,371,3301,State-funded primary,210,104,106,49.52%,50.48%,3,1.43%,23,10.95%,94,116,0,44.80%,55.20%,0,27,28,210,13.33%
149351,943,2406,State-funded primary,75,31,44,41.33%,58.67%,4,5.33%,28,37.33%,1,74,0,1.30%,98.70%,0,9,10,66,15.15%
149352,872,3372,State-funded primary,206,98,108,47.57%,52.43%,15,7.28%,31,15.05%,56,150,0,27.20%,72.80%,0,49,49,192,25.52%
149354,936,6060,Independent school,10,7,3,70.00%,30.00%,10,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149357,881,6091,Independent school,10,2,8,20.00%,80.00%,10,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149360,319,2024,State-funded primary,680,327,353,48.09%,51.91%,86,12.65%,73,10.74%,245,435,0,36.00%,64.00%,0,138,140,680,20.59%
149361,350,6013,Independent school,305,155,150,50.82%,49.18%,0,0.00%,46,15.08%,,,,,,,,NA,NA,0.00%
149362,889,6018,Independent school,195,195,0,100.00%,0.00%,0,0.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149363,815,2024,State-funded primary,144,68,76,47.22%,52.78%,5,3.47%,24,16.67%,5,139,0,3.50%,96.50%,0,20,20,144,13.89%
149364,830,4089,State-funded secondary,690,325,365,47.10%,52.90%,45,6.52%,104,15.07%,30,660,0,4.30%,95.70%,0,274,258,600,43.00%
149365,867,4061,State-funded secondary,1031,509,522,49.37%,50.63%,46,4.46%,165,16.00%,128,903,0,12.40%,87.60%,0,264,254,942,26.96%
149366,330,2313,State-funded primary,333,154,179,46.25%,53.75%,8,2.40%,50,15.02%,248,85,0,74.50%,25.50%,0,190,196,333,58.86%
149367,941,7028,State-funded special school,42,5,37,11.90%,88.10%,41,97.62%,1,2.38%,2,40,0,4.80%,95.20%,0,27,28,42,66.67%
149368,874,7025,State-funded special school,65,12,53,18.46%,81.54%,65,100.00%,0,0.00%,1,64,0,1.50%,98.50%,0,47,50,65,76.92%
149369,210,5404,State-funded secondary,445,445,0,100.00%,0.00%,19,4.27%,17,3.82%,100,345,0,22.50%,77.50%,0,199,239,445,53.71%
149370,830,4195,State-funded secondary,572,259,313,45.28%,54.72%,25,4.37%,111,19.41%,60,511,1,10.50%,89.30%,0.002,288,297,572,51.92%
149371,855,2375,State-funded primary,379,183,196,48.28%,51.72%,15,3.96%,58,15.30%,142,230,7,37.50%,60.70%,0.018,62,64,379,16.89%
149372,881,5255,State-funded primary,280,142,138,50.71%,49.29%,11,3.93%,50,17.86%,66,213,1,23.60%,76.10%,0.004,64,65,280,23.21%
149373,303,3504,State-funded primary,424,215,209,50.71%,49.29%,19,4.48%,37,8.73%,100,323,1,23.60%,76.20%,0.002,42,44,424,10.38%
149375,891,2150,State-funded primary,309,152,157,49.19%,50.81%,6,1.94%,44,14.24%,32,277,0,10.40%,89.60%,0,112,112,293,38.23%
149376,860,4067,State-funded secondary,1035,531,504,51.30%,48.70%,24,2.32%,111,10.72%,18,1017,0,1.70%,98.30%,0,134,136,896,15.18%
149377,341,6026,Independent school,6,3,3,50.00%,50.00%,6,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149379,933,2054,State-funded primary,37,18,19,48.65%,51.35%,3,8.11%,6,16.22%,0,37,0,0.00%,100.00%,0,4,4,37,10.81%
149380,830,4015,State-funded secondary,579,277,302,47.84%,52.16%,19,3.28%,119,20.55%,18,557,4,3.10%,96.20%,0.007,239,258,579,44.56%
149382,891,6049,Independent school,44,17,27,38.64%,61.36%,44,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149383,806,6006,Independent school,36,13,23,36.11%,63.89%,5,13.89%,10,27.78%,,,,,,,,NA,NA,0.00%
149386,867,2814,State-funded primary,436,201,235,46.10%,53.90%,19,4.36%,72,16.51%,150,283,3,34.40%,64.90%,0.007,68,68,389,17.48%
149387,355,2072,State-funded primary,427,190,237,44.50%,55.50%,29,6.79%,77,18.03%,34,392,1,8.00%,91.80%,0.002,106,105,381,27.56%
149388,936,3923,State-funded primary,64,36,28,56.25%,43.75%,2,3.13%,6,9.38%,6,58,0,9.40%,90.60%,0,13,13,64,20.31%
149391,879,7000,State-funded special school,108,20,88,18.52%,81.48%,108,100.00%,0,0.00%,0,108,0,0.00%,100.00%,0,85,90,108,83.33%
149392,861,7000,State-funded special school,135,17,118,12.59%,87.41%,135,100.00%,0,0.00%,1,134,0,0.70%,99.30%,0,84,111,135,82.22%
149396,916,7026,State-funded special school,64,8,56,12.50%,87.50%,64,100.00%,0,0.00%,1,63,0,1.60%,98.40%,0,50,50,64,78.13%
149397,908,2053,State-funded primary,102,64,38,62.75%,37.25%,1,0.98%,19,18.63%,1,101,0,1.00%,99.00%,0,6,6,102,5.88%
149398,886,6178,Independent school,27,10,17,37.04%,62.96%,27,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149399,383,6017,Independent school,39,7,32,17.95%,82.05%,39,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149400,813,6014,Independent school,8,0,8,0.00%,100.00%,8,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149401,815,6055,Independent school,23,5,18,21.74%,78.26%,23,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149402,330,6140,Independent school,66,27,39,40.91%,59.09%,0,0.00%,19,28.79%,,,,,,,,NA,NA,0.00%
149403,878,3323,State-funded primary,219,115,104,52.51%,47.49%,8,3.65%,23,10.50%,107,111,1,48.90%,50.70%,0.005,29,28,195,14.36%
149404,826,1107,State-funded AP school,0,0,0,0.00%,0.00%,0,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0,0,NA,NA,0.00%
149405,931,2039,State-funded primary,99,44,55,44.44%,55.56%,6,6.06%,17,17.17%,4,95,0,4.00%,96.00%,0,12,12,99,12.12%
149406,341,2060,State-funded primary,198,104,94,52.53%,47.47%,7,3.54%,66,33.33%,95,103,0,48.00%,52.00%,0,104,104,192,54.17%
149407,333,2134,State-funded primary,477,231,246,48.43%,51.57%,15,3.14%,78,16.35%,92,385,0,19.30%,80.70%,0,189,190,477,39.83%
149408,384,1100,State-funded AP school,86,32,54,37.21%,62.79%,6,6.98%,47,54.65%,3,83,0,3.50%,96.50%,0,66,67,86,77.91%
149409,868,2107,State-funded primary,158,96,62,60.76%,39.24%,5,3.16%,30,18.99%,28,130,0,17.70%,82.30%,0,60,61,145,42.07%
149410,942,2610,State-funded primary,160,86,74,53.75%,46.25%,12,7.50%,19,11.88%,33,127,0,20.60%,79.40%,0,81,80,130,61.54%
149412,880,2407,State-funded primary,248,119,129,47.98%,52.02%,4,1.61%,28,11.29%,10,238,0,4.00%,96.00%,0,57,58,223,26.01%
149413,838,2017,State-funded primary,234,105,129,44.87%,55.13%,25,10.68%,40,17.09%,28,205,1,12.00%,87.60%,0.004,58,58,234,24.79%
149414,888,3638,State-funded primary,412,196,216,47.57%,52.43%,15,3.64%,85,20.63%,88,324,0,21.40%,78.60%,0,142,142,381,37.27%
149415,926,3145,State-funded primary,94,44,50,46.81%,53.19%,4,4.26%,12,12.77%,4,90,0,4.30%,95.70%,0,12,13,94,13.83%
149416,815,3109,State-funded primary,94,48,46,51.06%,48.94%,3,3.19%,11,11.70%,1,93,0,1.10%,98.90%,0,8,8,94,8.51%
149417,891,3031,State-funded primary,111,61,50,54.95%,45.05%,0,0.00%,7,6.31%,2,109,0,1.80%,98.20%,0,16,11,49,22.45%
149418,891,3774,State-funded primary,104,51,53,49.04%,50.96%,1,0.96%,10,9.62%,17,87,0,16.30%,83.70%,0,20,18,63,28.57%
149419,931,3851,State-funded primary,73,37,36,50.68%,49.32%,2,2.74%,11,15.07%,14,59,0,19.20%,80.80%,0,14,14,67,20.90%
149420,860,2306,State-funded primary,221,104,117,47.06%,52.94%,2,0.90%,30,13.57%,13,208,0,5.90%,94.10%,0,37,38,203,18.72%
149421,860,2309,State-funded primary,323,155,168,47.99%,52.01%,9,2.79%,21,6.50%,7,316,0,2.20%,97.80%,0,15,14,301,4.65%
149422,860,2416,State-funded primary,307,148,159,48.21%,51.79%,5,1.63%,43,14.01%,8,299,0,2.60%,97.40%,0,43,47,276,17.03%
149423,935,3105,State-funded primary,52,28,24,53.85%,46.15%,5,9.62%,20,38.46%,2,50,0,3.80%,96.20%,0,15,15,52,28.85%
149424,331,7022,State-funded special school,162,37,125,22.84%,77.16%,162,100.00%,0,0.00%,13,149,0,8.00%,92.00%,0,74,72,151,47.68%
149425,850,2065,State-funded primary,104,46,58,44.23%,55.77%,7,6.73%,14,13.46%,3,101,0,2.90%,97.10%,0,9,10,104,9.62%
149426,936,2062,State-funded primary,303,150,153,49.50%,50.50%,11,3.63%,29,9.57%,36,267,0,11.90%,88.10%,0,13,12,240,5.00%
149427,373,5950,State-funded special school,252,109,143,43.25%,56.75%,252,100.00%,0,0.00%,4,239,9,1.60%,94.80%,0.036,90,71,159,44.65%
149429,891,4027,State-funded secondary,546,289,257,52.93%,47.07%,12,2.20%,120,21.98%,34,496,16,6.20%,90.80%,0.029,262,271,546,49.63%
149430,891,7004,State-funded special school,92,39,53,42.39%,57.61%,92,100.00%,0,0.00%,7,85,0,7.60%,92.40%,0,44,39,83,46.99%
149431,316,4017,State-funded secondary,441,174,267,39.46%,60.54%,7,1.59%,39,8.84%,179,262,0,40.60%,59.40%,0,199,183,344,53.20%
149432,941,1101,State-funded AP school,121,47,74,38.84%,61.16%,8,6.61%,58,47.93%,6,113,2,5.00%,93.40%,0.017,82,86,121,71.07%
149433,940,4000,State-funded secondary,819,382,437,46.64%,53.36%,25,3.05%,113,13.80%,59,760,0,7.20%,92.80%,0,189,183,737,24.83%
149434,908,2054,State-funded primary,88,45,43,51.14%,48.86%,1,1.14%,5,5.68%,1,87,0,1.10%,98.90%,0,17,17,88,19.32%
149435,869,4003,State-funded secondary,984,485,499,49.29%,50.71%,15,1.52%,124,12.60%,97,879,8,9.90%,89.30%,0.008,129,120,902,13.30%
149436,925,4057,State-funded secondary,627,290,337,46.25%,53.75%,33,5.26%,63,10.05%,39,588,0,6.20%,93.80%,0,223,225,627,35.89%
149437,885,4020,State-funded secondary,338,165,173,48.82%,51.18%,9,2.66%,71,21.01%,19,319,0,5.60%,94.40%,0,58,60,338,17.75%
149442,935,6031,Independent school,9,8,1,88.89%,11.11%,6,66.67%,3,33.33%,,,,,,,,NA,NA,0.00%
149443,306,6029,Independent school,34,7,27,20.59%,79.41%,34,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149444,306,6030,Independent school,38,7,31,18.42%,81.58%,38,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149445,306,6031,Independent school,45,11,34,24.44%,75.56%,45,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149446,894,2005,State-funded primary,83,44,39,53.01%,46.99%,2,2.41%,22,26.51%,7,76,0,8.40%,91.60%,0,13,13,67,19.40%
149448,895,6025,Independent school,33,11,22,33.33%,66.67%,33,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149450,208,1108,State-funded AP school,81,18,63,22.22%,77.78%,51,62.96%,7,8.64%,1,80,0,1.20%,98.80%,0,53,69,81,85.19%
149451,311,2006,State-funded primary,359,172,187,47.91%,52.09%,13,3.62%,25,6.96%,62,297,0,17.30%,82.70%,0,44,46,359,12.81%
149452,311,2007,State-funded primary,269,146,123,54.28%,45.72%,21,7.81%,4,1.49%,38,231,0,14.10%,85.90%,0,18,18,269,6.69%
149453,352,5200,State-funded primary,420,193,227,45.95%,54.05%,14,3.33%,61,14.52%,145,275,0,34.50%,65.50%,0,200,184,369,49.86%
149454,353,3400,State-funded primary,201,111,90,55.22%,44.78%,8,3.98%,53,26.37%,41,160,0,20.40%,79.60%,0,103,99,180,55.00%
149455,370,2089,State-funded primary,188,106,82,56.38%,43.62%,0,0.00%,32,17.02%,6,181,1,3.20%,96.30%,0.005,43,43,188,22.87%
149456,838,3319,State-funded primary,140,79,61,56.43%,43.57%,5,3.57%,19,13.57%,3,137,0,2.10%,97.90%,0,13,13,123,10.57%
149457,888,4725,State-funded secondary,1129,546,583,48.36%,51.64%,65,5.76%,150,13.29%,41,1088,0,3.60%,96.40%,0,173,180,1129,15.94%
149458,936,3015,State-funded primary,161,70,91,43.48%,56.52%,8,4.97%,7,4.35%,8,153,0,5.00%,95.00%,0,5,5,161,3.11%
149459,936,3439,State-funded primary,206,104,102,50.49%,49.51%,5,2.43%,26,12.62%,43,163,0,20.90%,79.10%,0,22,22,206,10.68%
149460,826,3392,State-funded primary,670,344,326,51.34%,48.66%,14,2.09%,83,12.39%,321,348,1,47.90%,51.90%,0.001,46,48,627,7.66%
149462,370,2003,State-funded primary,389,191,198,49.10%,50.90%,18,4.63%,36,9.25%,37,336,16,9.50%,86.40%,0.041,80,80,371,21.56%
149466,871,6008,Independent school,36,18,18,50.00%,50.00%,0,0.00%,3,8.33%,,,,,,,,NA,NA,0.00%
149469,884,6019,Independent school,17,6,11,35.29%,64.71%,17,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149470,826,2032,State-funded primary,164,90,74,54.88%,45.12%,2,1.22%,13,7.93%,72,92,0,43.90%,56.10%,0,14,12,116,10.34%
149473,865,2058,State-funded primary,202,99,103,49.01%,50.99%,7,3.47%,30,14.85%,6,196,0,3.00%,97.00%,0,46,48,202,23.76%
149474,815,7005,State-funded special school,75,0,75,0.00%,100.00%,75,100.00%,0,0.00%,0,75,0,0.00%,100.00%,0,56,58,75,77.33%
149475,840,2025,State-funded primary,76,36,40,47.37%,52.63%,1,1.32%,13,17.11%,0,76,0,0.00%,100.00%,0,17,16,69,23.19%
149476,885,2044,State-funded primary,156,80,76,51.28%,48.72%,6,3.85%,22,14.10%,7,149,0,4.50%,95.50%,0,23,23,156,14.74%
149481,306,6032,Independent school,24,14,10,58.33%,41.67%,24,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149482,805,6004,Independent school,5,5,0,100.00%,0.00%,3,60.00%,2,40.00%,,,,,,,,NA,NA,0.00%
149483,330,2210,State-funded primary,169,85,84,50.30%,49.70%,4,2.37%,27,15.98%,54,115,0,32.00%,68.00%,0,100,104,169,61.54%
149484,838,2025,State-funded primary,422,205,217,48.58%,51.42%,14,3.32%,79,18.72%,78,338,6,18.50%,80.10%,0.014,62,62,359,17.27%
149485,825,2058,State-funded primary,380,181,199,47.63%,52.37%,7,1.84%,42,11.05%,81,298,1,21.30%,78.40%,0.003,42,43,380,11.32%
149486,343,4010,State-funded secondary,532,272,260,51.13%,48.87%,7,1.32%,115,21.62%,88,444,0,16.50%,83.50%,0,286,289,532,54.32%
149487,933,2055,State-funded primary,67,35,32,52.24%,47.76%,10,14.93%,18,26.87%,0,67,0,0.00%,100.00%,0,45,45,63,71.43%
149488,213,3473,State-funded primary,259,115,144,44.40%,55.60%,4,1.54%,26,10.04%,197,62,0,76.10%,23.90%,0,42,41,237,17.30%
149489,334,2059,State-funded primary,465,239,226,51.40%,48.60%,13,2.80%,96,20.65%,28,437,0,6.00%,94.00%,0,174,177,465,38.06%
149490,334,2060,State-funded primary,495,235,260,47.47%,52.53%,8,1.62%,66,13.33%,19,476,0,3.80%,96.20%,0,84,83,358,23.18%
149491,334,2066,State-funded primary,410,180,230,43.90%,56.10%,26,6.34%,95,23.17%,24,386,0,5.90%,94.10%,0,225,225,389,57.84%
149492,334,5200,State-funded primary,522,263,259,50.38%,49.62%,19,3.64%,114,21.84%,63,459,0,12.10%,87.90%,0,296,296,473,62.58%
149493,344,2238,State-funded primary,219,109,110,49.77%,50.23%,6,2.74%,18,8.22%,4,215,0,1.80%,98.20%,0,7,7,219,3.20%
149494,371,3311,State-funded primary,413,193,220,46.73%,53.27%,4,0.97%,67,16.22%,10,403,0,2.40%,97.60%,0,75,75,376,19.95%
149495,802,3119,State-funded primary,198,92,106,46.46%,53.54%,1,0.51%,15,7.58%,10,188,0,5.10%,94.90%,0,13,16,198,8.08%
149496,802,3351,State-funded primary,103,53,50,51.46%,48.54%,1,0.97%,11,10.68%,0,103,0,0.00%,100.00%,0,6,6,89,6.74%
149497,908,3184,State-funded primary,69,30,39,43.48%,56.52%,0,0.00%,8,11.59%,0,68,1,0.00%,98.60%,0.014,14,14,62,22.58%
149498,943,3606,State-funded primary,216,98,118,45.37%,54.63%,11,5.09%,38,17.59%,13,203,0,6.00%,94.00%,0,67,68,194,35.05%
149499,840,2328,State-funded primary,115,51,64,44.35%,55.65%,1,0.87%,18,15.65%,0,115,0,0.00%,100.00%,0,9,8,99,8.08%
149500,919,4005,State-funded secondary,1286,620,666,48.21%,51.79%,26,2.02%,223,17.34%,184,1101,1,14.30%,85.60%,0.001,207,196,1074,18.25%
149501,925,5215,State-funded primary,194,98,96,50.52%,49.48%,8,4.12%,39,20.10%,37,157,0,19.10%,80.90%,0,81,71,168,42.26%
149502,926,3068,State-funded primary,38,17,21,44.74%,55.26%,0,0.00%,19,50.00%,3,35,0,7.90%,92.10%,0,7,8,38,21.05%
149504,891,3768,State-funded primary,214,109,105,50.93%,49.07%,6,2.80%,28,13.08%,73,141,0,34.10%,65.90%,0,61,61,187,32.62%
149505,840,2001,State-funded primary,261,135,126,51.72%,48.28%,8,3.07%,38,14.56%,10,251,0,3.80%,96.20%,0,103,97,240,40.42%
149506,881,6092,Independent school,1,1,0,100.00%,0.00%,0,0.00%,1,100.00%,,,,,,,,NA,NA,0.00%
149507,805,3006,State-funded primary,97,42,55,43.30%,56.70%,2,2.06%,10,10.31%,0,97,0,0.00%,100.00%,0,14,14,81,17.28%
149508,333,2082,State-funded primary,344,164,180,47.67%,52.33%,5,1.45%,63,18.31%,113,231,0,32.80%,67.20%,0,154,156,344,45.35%
149510,354,3511,State-funded primary,598,291,307,48.66%,51.34%,22,3.68%,79,13.21%,238,360,0,39.80%,60.20%,0,329,333,561,59.36%
149511,812,2877,State-funded primary,166,82,84,49.40%,50.60%,8,4.82%,10,6.02%,8,158,0,4.80%,95.20%,0,31,34,166,20.48%
149512,344,3351,State-funded primary,227,112,115,49.34%,50.66%,4,1.76%,21,9.25%,5,222,0,2.20%,97.80%,0,11,11,204,5.39%
149513,943,3551,State-funded primary,102,51,51,50.00%,50.00%,11,10.78%,10,9.80%,3,99,0,2.90%,97.10%,0,20,22,78,28.21%
149514,830,2211,State-funded primary,89,46,43,51.69%,48.31%,0,0.00%,6,6.74%,1,88,0,1.10%,98.90%,0,13,13,89,14.61%
149515,885,2914,State-funded primary,181,89,92,49.17%,50.83%,6,3.31%,23,12.71%,0,181,0,0.00%,100.00%,0,15,17,181,9.39%
149516,926,2121,State-funded primary,283,125,158,44.17%,55.83%,23,8.13%,40,14.13%,2,266,15,0.70%,94.00%,0.053,78,78,283,27.56%
149517,816,4702,State-funded secondary,1408,710,698,50.43%,49.57%,28,1.99%,150,10.65%,168,1240,0,11.90%,88.10%,0,136,113,912,12.39%
149518,937,3212,State-funded primary,112,60,52,53.57%,46.43%,3,2.68%,25,22.32%,11,101,0,9.80%,90.20%,0,32,33,104,31.73%
149519,380,7000,State-funded special school,164,22,142,13.41%,86.59%,164,100.00%,0,0.00%,4,160,0,2.40%,97.60%,0,101,101,143,70.63%
149520,317,2015,State-funded primary,538,265,273,49.26%,50.74%,15,2.79%,78,14.50%,512,9,17,95.20%,1.70%,0.032,122,122,463,26.35%
149521,872,2167,State-funded primary,421,202,219,47.98%,52.02%,9,2.14%,55,13.06%,59,360,2,14.00%,85.50%,0.005,38,38,421,9.03%
149522,938,2209,State-funded primary,147,73,74,49.66%,50.34%,13,8.84%,46,31.29%,26,117,4,17.70%,79.60%,0.027,30,31,115,26.96%
149523,845,2169,State-funded primary,422,229,193,54.27%,45.73%,10,2.37%,64,15.17%,47,375,0,11.10%,88.90%,0,109,110,422,26.07%
149524,394,2006,State-funded primary,455,227,228,49.89%,50.11%,11,2.42%,109,23.96%,15,440,0,3.30%,96.70%,0,260,260,455,57.14%
149526,891,2912,State-funded primary,270,137,133,50.74%,49.26%,8,2.96%,31,11.48%,22,248,0,8.10%,91.90%,0,110,113,270,41.85%
149528,330,6141,Independent school,5,2,3,40.00%,60.00%,5,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149530,341,4014,State-funded secondary,405,46,359,11.36%,88.64%,9,2.22%,92,22.72%,56,344,5,13.80%,84.90%,0.012,216,235,405,58.02%
149531,381,4008,State-funded secondary,1470,718,752,48.84%,51.16%,49,3.33%,172,11.70%,74,1396,0,5.00%,95.00%,0,403,382,1342,28.46%
149532,908,2055,State-funded primary,41,25,16,60.98%,39.02%,1,2.44%,4,9.76%,2,38,1,4.90%,92.70%,0.024,4,4,37,10.81%
149534,305,2041,State-funded primary,66,32,34,48.48%,51.52%,8,12.12%,15,22.73%,11,55,0,16.70%,83.30%,0,4,9,66,13.64%
149535,868,2002,State-funded primary,218,110,108,50.46%,49.54%,5,2.29%,25,11.47%,79,137,2,36.20%,62.80%,0.009,35,38,218,17.43%
149536,839,6015,Independent school,39,4,35,10.26%,89.74%,39,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
149537,919,2119,State-funded primary,67,30,37,44.78%,55.22%,2,2.99%,12,17.91%,12,55,0,17.90%,82.10%,0,6,7,39,17.95%
149538,344,2225,State-funded primary,245,115,130,46.94%,53.06%,12,4.90%,44,17.96%,3,242,0,1.20%,98.80%,0,24,27,245,11.02%
149540,908,2441,State-funded primary,114,55,59,48.25%,51.75%,2,1.75%,20,17.54%,4,110,0,3.50%,96.50%,0,21,21,114,18.42%
149541,943,3552,State-funded primary,164,66,98,40.24%,59.76%,7,4.27%,16,9.76%,4,160,0,2.40%,97.60%,0,9,9,125,7.20%
149542,821,2010,State-funded primary,324,163,161,50.31%,49.69%,15,4.63%,66,20.37%,116,208,0,35.80%,64.20%,0,108,116,324,35.80%
149543,212,4297,State-funded secondary,643,5,638,0.78%,99.22%,21,3.27%,98,15.24%,421,222,0,65.50%,34.50%,0,252,218,469,46.48%
149544,332,2149,State-funded primary,497,258,239,51.91%,48.09%,20,4.02%,67,13.48%,31,466,0,6.20%,93.80%,0,158,160,458,34.93%
149545,381,2010,State-funded primary,277,150,127,54.15%,45.85%,6,2.17%,51,18.41%,43,233,1,15.50%,84.10%,0.004,146,147,258,56.98%
149546,383,2385,State-funded primary,202,104,98,51.49%,48.51%,1,0.50%,23,11.39%,12,190,0,5.90%,94.10%,0,8,8,202,3.96%
149547,383,2437,State-funded primary,497,253,244,50.91%,49.09%,2,0.40%,94,18.91%,120,377,0,24.10%,75.90%,0,46,48,421,11.40%
149548,802,2295,State-funded primary,411,189,222,45.99%,54.01%,6,1.46%,20,4.87%,19,392,0,4.60%,95.40%,0,34,34,411,8.27%
149549,802,3113,State-funded primary,204,110,94,53.92%,46.08%,2,0.98%,14,6.86%,4,200,0,2.00%,98.00%,0,35,36,204,17.65%
149551,815,2163,State-funded primary,222,92,130,41.44%,58.56%,6,2.70%,60,27.03%,38,184,0,17.10%,82.90%,0,107,104,197,52.79%
149552,891,3568,State-funded primary,108,52,56,48.15%,51.85%,3,2.78%,11,10.19%,3,105,0,2.80%,97.20%,0,15,15,108,13.89%
149553,336,2102,State-funded primary,418,207,211,49.52%,50.48%,15,3.59%,49,11.72%,27,391,0,6.50%,93.50%,0,146,148,418,35.41%
